ID,Name,Manufacturer,Silica type,H,S*,A,B,C (pH 2.8),C (pH 7.0),EB retention factor,USP type,Phase type
474,Ultra II IBD,Restek,EP,0.67,-0.04,-0.02,0.22,-0.25,0.86,4,L68,EP
475,Ultra II PFP Propyl,Restek,F,0.67,-0.08,-0.3,0,0.76,1.21,4.3,L43,F
476,Ultra PFP,Restek,F,0.44,-0.05,-0.24,0.01,-0.22,0.15,1.6,L43,F
537,Ultra PFP Propyl,Restek,F,0.622,-0.102,-0.314,-0.035,0.456,1.05,4.5,L43,F
477,Ultra Phenyl,Restek,phenyl,0.58,-0.12,-0.33,0.03,0.04,0.43,3,L11,Phenyl
478,Ultra Quat,Restek,other,0.85,0.01,-0.17,0.01,0.02,0.13,7.3,,Other
199,Ultracarb ODS (30),Phenomenex,B,1.11,0.01,0.37,-0.05,-0.31,0.73,18.2,L62,C18
652,Ultracore SuperC18,ACT,B,1.09,0.03,-0.111,-0.05,-0.029,0.028,6.92,L1,C18
651,UltraCore SuperPhenylHexyl,ACT,phenyl,0.809,-0.074,-0.347,-0.014,-0.014,-0.007,3.7,L11,phenyl
220,UltraSep ES AMID H RP18P,SEPSERV,EP,0.75,-0.01,-0.1,0.25,-0.52,0.85,4.9,,EP
221,UltraSep ES PHARM RP18,SEPSERV,A,0.95,-0.06,0.43,-0.05,0.59,1.67,8.5,L1,C18
58,Ultrasphere Octyl,Hichrom,B,0.89,0.01,0,0.08,0.15,0.54,5.7,L7,C8
59,Ultrasphere ODS,Hichrom,B,1.08,-0.01,0.17,0.06,0.27,0.38,8.7,L1,C18
550,Unisol C18,"Bonna-Agela Technologies, Inc.",B,0.95,-0.017,-0.108,-0.009,-0.108,0.092,10.176,L1,C18
129,Unison UK-C18,Imtakt,B,0.98,-0.01,0.01,-0.01,0.11,0.07,8.9,L1,C18
745,VDSpher PUR 100 C18-E,VDS Optilab,B,1.03,-0.0034,-0.0026,-0.016,0.01,0.15,13,L1,C18
746,VDSpher PUR 100 C18-H,VDS Optilab,B,0.809,-0.073,-0.14,0.015,0.033,0.97,7.8,L1,C18
748,VDSpher PUR 100 C18-M,VDS Optilab,B,0.903,-0.077,0.51,0.0002,0.12,1.51,10.2,L1,C18
747,VDSpher PUR 100 C18-M-SE,VDS Optilab,B,1.07,0.037,-0.044,-0.037,-0.06,0.022,13.1,L1,C18
546,Venusil ASB C18,"Bonna-Agela Technologies, Inc.",B,0.824,-0.066,0.166,0.05,0.047,0.644,3.883,L1,C18
547,Venusil ASB C8,"Bonna-Agela Technologies, Inc.",B,0.677,-0.078,-0.001,0.044,0.119,0.569,2.424,L7,C8
554,Venusil HLP,"Bonna-Agela Technologies, Inc.",EP,0.547,-0.015,-0.649,0.254,-0.926,1.64,3.801,L60,EP
595,Venusil PFP,"Bonna-Agela Technologies, Inc.",F,0.519,-0.158,0.12,0.011,0.35,1.14,2.763,L43,F
551,Venusil XBP C18(2),"Bonna-Agela Technologies, Inc.",B,1.01,0.007,-0.081,-0.022,-0.116,0.072,11.451,L1,C18
552,Venusil XBP C18(L),"Bonna-Agela Technologies, Inc.",B,0.945,0.025,-0.135,-0.002,0.152,0.318,5.123,L1,C18
555,Venusil XBP CN,"Bonna-Agela Technologies, Inc.",CN,0.45,-0.053,-0.631,-0.013,-0.018,0.737,1.94,L10,CN
598,Venusil XBP Phenyl,"Bonna-Agela Technologies, Inc.",phenyl,0.626,-0.118,-0.234,0.02,0.024,0.776,4.151,L11,Phenyl
594,Venusil XBP Phenyl-Hexyl,"Bonna-Agela Technologies, Inc.",phenyl,0.678,-0.17,0.128,0.034,0.156,1.2,5.487,L11,Phenyl
596,Venusil XBP Polar-Phenyl,"Bonna-Agela Technologies, Inc.",phenyl,0.552,-0.214,0.016,0.052,-0.034,1.07,3.19,L11,Phenyl
387,Vision C18 B,Grace/Alltech,A,0.68,-0.11,0.35,0.03,0.39,1.41,2.9,L1,C18
388,Vision C18 HL,Grace/Alltech,B,0.99,0.05,0.05,-0.01,0.13,0.14,6.3,L1,C18
367,VisionHT C18,Grace/Alltech,B,0.78,-0.07,-0.09,0,0.4,0.69,4.6,L1,C18
368,VisionHT C18-P,Grace/Alltech,B,0.63,-0.16,0.28,0.03,0.69,1.61,2.7,L1,C18
479,Viva Biphenyl,Restek,phenyl,0.6,-0.18,-0.3,0.04,0.33,0.54,1.3,L11,Phenyl
480,Viva C18,Restek,A,0.98,0.01,-0.07,0.01,0.35,0.3,4,L1,C18
481,Viva C4,Restek,A,0.7,-0.01,-0.28,0.03,0.22,0.31,1.7,L26,C4
482,Viva C8,Restek,A,0.83,0,-0.22,0.03,0.26,0.22,2.6,L7,C8
483,Viva PFP Propyl,Restek,F,0.62,-0.06,-0.25,0.02,0.28,0.76,1.5,L43,F
113,Vydac 201TP,Grace/Vydac,A,0.9,-0.02,0.4,0,0.39,1.02,2.1,L1,C18
117,Vydac 218MS,Grace/Vydac,A,0.77,0.18,0.11,-0.37,0.65,1.23,1.7,L1,C18
509,Vydac 218MSC18,Grace/Vydac,B,0.88,-0.01,0.29,0,0.17,0.82,1.6,L1,C18
114,Vydac 218TP,Grace/Vydac,B,0.9,0,0.34,0,0.27,0.67,2,L1,C18
510,Vydac C18 Monomeric,Grace/Vydac,B,0.97,0.04,0.03,0,0.13,0.27,2.2,L1,C18
115,Vydac Everest,Grace/Vydac,B,0.99,0.04,0.12,0,0.06,0.34,2.2,L1,C18
224,Wakosil 5 C8 RS,no longer available,B,0.8,0,-0.27,0,-0.11,0.09,5.6,L7,C8
225,Wakosil II 5 C18 AR,no longer available,B,0.99,0.07,-0.05,-0.03,0.07,0.01,6.2,L1,C18
226,Wakosil II 5 C18 HG,no longer available,B,1.03,0.03,0.01,-0.02,0,0.21,7.1,L1,C18
227,Wakosil II 5 C18 RS,no longer available,B,0.96,0,-0.16,0,-0.07,0.04,9.2,L1,C18
404,XBridge C18,Waters,B,1,0.02,-0.09,0,0.17,0.13,4.6,L1,C18
484,XBridge C8,Waters,B,0.8,0.01,-0.29,0.01,0.12,0.06,3.4,L7,C8
405,XBridge Phenyl,Waters,phenyl,0.73,-0.07,-0.35,0.03,0.19,0.2,2.4,L11,Phenyl
722,Xbridge Protein BEH C4,Waters,B,0.546,-0.073,-0.21,0.043,0.007,0.12,0.85,L26,C4
406,XBridge Shield RP18,Waters,EP,0.83,-0.02,-0.37,0.09,-0.12,-0.05,3.7,,EP
542,XSelect CSH C18,Waters,B,0.954,-0.002,-0.179,0.118,0.082,0.171,5.62,L1,C18
543,XSelect CSH Fluoro-Phenyl,Waters,F,0.498,-0.138,-0.052,0.055,-0.321,0.793,1.413,L43,F
544,XSelect CSH Phenyl-Hexyl,Waters,phenyl,0.708,-0.059,-0.435,0.129,-0.068,0.223,2.865,L11,Phenyl
562,Xselect HSS Cyano,Waters,CN,0.479,-0.116,-0.224,0.043,0.082,1.18,1.76,L10,CN
580,Xselect HSS PFP,Waters,F,0.592,-0.164,0.146,-0.02,0.74,1.77,3.35,L43,F
314,XTerra C18 RP,Waters,EP,0.75,-0.04,-0.48,0.09,-0.17,-0.17,4.3,,EP
315,XTerra C8 RP,Waters,EP,0.65,-0.04,-0.6,0.09,-0.18,-0.19,3.1,,EP
303,XTerra MS C18,Waters,B,0.98,0.01,-0.14,-0.01,0.13,0.05,6.3,L1,C18
304,XTerra MS C8,Waters,B,0.8,0,-0.29,0,0.05,0,3.7,L7,C8
316,XTerra Phenyl,Waters,phenyl,0.68,-0.07,-0.36,0,0.11,0.02,2.6,L11,Phenyl
568,Xtimate C18,Welch,B,1,-0.001,-0.083,-0.011,0.155,0.283,8.99,1,C18
567,Xtimate C8,Welch,B,0.855,-0.014,-0.185,0.008,0.013,0.173,6.26,L7,C8
305,YMC Basic,YMC,B,0.82,0,-0.23,0.02,0.07,0.09,3.3,L7,C8
306,YMC Hydrosphere C18,YMC,B,0.93,-0.02,-0.12,0,-0.13,0.15,6.8,L1,C18
307,YMC-Pack ODS-AQ,YMC,B,0.96,-0.03,-0.13,0,-0.06,0.1,8.6,L1,C18
309,YMC-Pack Pro C18,YMC,B,1.01,0.01,-0.12,0,-0.15,0,8.7,L1,C18
308,YMC-Pack Pro C18 RS,YMC,B,1.11,0.05,-0.06,-0.05,-0.17,-0.22,12.7,L1,C18
310,YMC-Pack Pro C8,YMC,B,0.89,0.01,-0.21,0,-0.32,0.01,6.5,L7,C8
761,YMC-Triart Bio C18,YMC,B,0.954,-0.0081,-0.139,0.011,0.261,0.21,3,L1,C18
522,YMC-Triart C18,YMC,B,0.92,-0.02,-0.19,-0.03,-0.02,-0.13,9.4,L1,C18
700,YMC-Triart C18 ExRS,YMC,B,1.17,0.063,-0.004,-0.096,-0.139,-0.254,18.4,L1,C18
699,YMC-Triart C8,YMC,B,0.83,-0.007,-0.317,-0.007,-0.023,-0.102,7.2,L7,C8
702,YMC-Triart PFP,YMC,fluoro,0.586,-0.182,-0.014,-0.045,0.363,1.36,3.8,L43,F
701,YMC-Triart Phenyl,YMC,phenyl,0.723,-0.072,-0.376,-0.008,-0.021,-0.084,5.3,L11,phenyl
319,ZirChrom-EZ,ZirChrom,other,1.04,0.11,-0.99,0,2.08,2.08,1.1,,Other
485,ZirChrom-MS,ZirChrom,other,0.94,-0.17,-0.45,0.32,0.48,0.55,2,,Other
320,ZirChrom-PBD,ZirChrom,other,1.28,0.15,-0.38,-0.07,2.18,2.18,1,L49,Other
321,ZirChrom-PS,ZirChrom,other,0.58,-0.23,-0.47,0.06,1.75,1.75,0.3,,Other
557,Zodiac C18,Zodiac Life Sciences,B,1.07,0.052,-0.069,-0.039,-0.184,-0.152,11.626,L1,C18
556,Zodiac C18(1),Zodiac Life Sciences,B,0.973,0.008,-0.124,0.019,0.204,0.156,5.091,L1,C18
394,ZodiacSil 120-5 C18 AQ,Zodiac Life Sciences,B,0.97,0,-0.08,0,0.13,0.22,8.1,L1,C18
393,ZodiacSil 120-5-C18 ace EPS,Zodiac Life Sciences,EP,0.77,0.04,-0.59,0.22,-0.3,0.04,8.3,,EP
395,ZodiacSil 120-5-C18 AQ Plus,Zodiac Life Sciences,EP,0.94,-0.01,0.21,0.04,-0.13,0.6,9.1,,EP
396,ZodiacSil 120-5-C18H,Zodiac Life Sciences,B,1,0,-0.1,0,0.12,0.15,9.7,L1,C18
397,ZodiacSil 120-5-C18SH,Zodiac Life Sciences,B,1.03,0.01,-0.1,-0.02,0.11,0.4,8.7,L1,C18
398,ZodiacSil 200-5-C18 ace EPS,Zodiac Life Sciences,EP,0.76,0.02,-0.56,0.21,0.02,0.14,4.7,,EP
400,ZodiacSil 200-5-C18AQ,Zodiac Life Sciences,B,0.97,-0.01,-0.05,0,0.12,0.02,6.3,L1,C18
399,ZodiacSil 200-5-C18H,Zodiac Life Sciences,B,0.95,0,-0.12,0.01,0.16,0.21,4.8,L1,C18
402,ZodiacSil 300-5-C18ace EPS,Zodiac Life Sciences,EP,0.76,0.02,-0.57,0.21,-0.05,0.13,2.9,,EP
403,ZodiacSil 300-5-C18H,Zodiac Life Sciences,B,0.95,-0.01,-0.09,0.01,0.24,0.24,3.2,L1,C18
392,ZodiacSil 60-5-C18H,Zodiac Life Sciences,B,1.15,0.04,0.06,-0.07,0.1,0.26,12.2,L1,C18
369,Zorbax Bonus RP,Agilent Technologies,EP,0.65,0.1,-1.04,0.37,-2.97,-1.1,4.5,L60,EP
1,Zorbax C18,Agilent Technologies,A,1.08,0.05,0.47,0.06,1.48,1.56,10.7,L1,C18
2,Zorbax C8,Agilent Technologies,A,0.97,-0.04,0.21,0.17,0.97,1.05,8.3,L7,C8
486,Zorbax Eclipse PAH,Agilent Technologies,B,1.03,-0.01,0.68,-0.05,0.07,1.4,5.9,L1,C18
376,Zorbax Eclipse Plus C18,Agilent Technologies,B,1.03,0,-0.07,-0.02,0,0.02,7.8,L1,C18
377,Zorbax Eclipse Plus C8,Agilent Technologies,B,0.88,0.01,-0.17,0,-0.04,0.05,5.2,L1,C18
3,Zorbax Eclipse XDB-C18,Agilent Technologies,B,1.07,0.02,-0.06,-0.03,0.05,0.08,9.1,L1,C18
4,Zorbax Eclipse XDB-C8,Agilent Technologies,B,0.91,0.02,-0.21,0,0,0.01,6.6,L7,C8
19,Zorbax Eclipse XDB-CN,Agilent Technologies,CN,0.45,-0.06,-0.31,0,0.07,0.99,1.3,L10,CN
5,Zorbax Extend C18,Agilent Technologies,B,1.09,0.05,0.01,-0.04,0.03,0.01,8.4,L1,C18
6,Zorbax Rx-18,Agilent Technologies,B,1.07,0.03,0.3,-0.03,0.09,0.41,7.7,L1,C18
7,Zorbax Rx-C8,Agilent Technologies,B,0.79,-0.07,0.11,0.01,0.01,0.94,5,L7,C8
15,Zorbax SB-AQ,Agilent Technologies,EP,0.59,-0.12,-0.08,0.03,-0.13,0.73,2.5,,EP
18,Zorbax SB-CN,Agilent Technologies,CN,0.5,-0.1,-0.22,0.04,-0.14,1.04,1.7,L10,CN
16,Zorbax SB-Phenyl,Agilent Technologies,phenyl,0.62,-0.16,0.06,0.03,0.03,1.08,2.7,L11,Phenyl
8,Zorbax StableBond 300A C18,Agilent Technologies,B,0.9,-0.05,0.04,0.04,0.25,0.7,2.2,L1,C18
9,Zorbax StableBond 300A C3,Agilent Technologies,B,0.52,-0.12,-0.19,0.04,0.05,0.35,0.7,L56,C3
10,Zorbax StableBond 300A C8,Agilent Technologies,B,0.7,-0.08,0,0.04,0.14,0.82,1.3,L7,C8
11,Zorbax StableBond 80A C18,Agilent Technologies,B,0.99,-0.03,0.26,0,0.13,1.04,7.6,L1,C18
12,Zorbax StableBond 80A C3,Agilent Technologies,B,0.6,-0.12,-0.08,0.03,-0.08,0.81,2.8,L56,C3
13,Zorbax StableBond 80A C8,Agilent Technologies,B,0.79,-0.07,0.13,0.01,0.01,1.02,5.1,L7,C8
17,Zorbax XDB-Phenyl,Agilent Technologies,phenyl,0.66,-0.12,-0.24,0.01,0.06,0.58,3.2,L11,Phenyl
